"";"APR1";"APR10";"APR11";"APR12";"APR13";"APR14";"APR15";"APR16";"APR17";"APR18";"APR19";"APR2";"APR20";"APR3";"APR4";"APR5";"APR6";"APR7";"APR8";"APR9";"AUG1";"AUG10";"AUG11";"AUG12";"AUG13";"AUG14";"AUG15";"AUG16";"AUG17";"AUG18";"AUG19";"AUG2";"AUG20";"AUG3";"AUG5";"AUG6";"AUG7";"AUG8";"AUG9";"DEC1";"DEC10";"DEC11";"DEC12";"DEC13";"DEC14";"DEC15";"DEC16";"DEC17";"DEC18";"DEC19";"DEC2";"DEC20";"DEC3";"DEC4";"DEC5";"DEC6";"DEC7";"DEC8";"DEC9";"FEB1";"FEB10";"FEB11";"FEB12";"FEB13";"FEB14";"FEB15";"FEB16";"FEB17";"FEB18";"FEB19";"FEB2";"FEB20";"FEB3";"FEB4";"FEB5";"FEB6";"FEB7";"FEB8";"FEB9";"JAN1";"JAN10";"JAN11";"JAN12";"JAN13";"JAN14";"JAN15";"JAN16";"JAN17";"JAN18";"JAN19";"JAN2";"JAN20";"JAN3";"JAN4";"JAN5";"JAN6";"JAN7";"JAN8";"JAN9";"JUL1";"JUL10";"JUL11";"JUL12";"JUL13";"JUL14";"JUL15";"JUL16";"JUL17";"JUL18";"JUL19";"JUL2";"JUL20";"JUL3";"JUL4";"JUL5";"JUL6";"JUL7";"JUL8";"JUL9";"JUN1";"JUN10";"JUN11";"JUN12";"JUN13";"JUN14";"JUN15";"JUN16";"JUN17";"JUN18";"JUN19";"JUN2";"JUN20";"JUN3";"JUN4";"JUN5";"JUN6";"JUN7";"JUN8";"JUN9";"MAR1";"MAR10";"MAR11";"MAR12";"MAR13";"MAR14";"MAR15";"MAR16";"MAR17";"MAR18";"MAR19";"MAR2";"MAR20";"MAR3";"MAR4";"MAR5";"MAR6";"MAR7";"MAR8";"MAR9";"MAY1";"MAY10";"MAY11";"MAY12";"MAY13";"MAY14";"MAY15";"MAY16";"MAY17";"MAY18";"MAY19";"MAY2";"MAY20";"MAY3";"MAY4";"MAY5";"MAY6";"MAY7";"MAY8";"MAY9";"NOV1";"NOV10";"NOV11";"NOV12";"NOV13";"NOV14";"NOV15";"NOV16";"NOV17";"NOV18";"NOV19";"NOV2";"NOV20";"NOV3";"NOV4";"NOV5";"NOV6";"NOV7";"NOV8";"NOV9";"OCT1";"OCT10";"OCT11";"OCT12";"OCT13";"OCT14";"OCT15";"OCT16";"OCT17";"OCT18";"OCT19";"OCT2";"OCT20";"OCT3";"OCT4";"OCT5";"OCT6";"OCT7";"OCT8";"OCT9";"SEP1";"SEP10";"SEP11";"SEP12";"SEP13";"SEP14";"SEP15";"SEP16";"SEP17";"SEP18";"SEP19";"SEP2";"SEP20";"SEP3";"SEP4";"SEP5";"SEP6";"SEP7";"SEP8";"SEP9";"total";"kingdom";"phylum";"class";"order";"family";"genus"
"Cirsium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;484;0;0;0;0;0;0;0;0;612;0;0;0;0;0;0;0;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6289;0;0;0;1921;5251;0;0;0;0;94;0;0;0;0;0;0;0;0;622;0;0;8658;19806;1969;0;0;0;2046;0;0;0;0;0;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4561;0;0;0;305;0;0;0;0;1660;0;285;0;0;745;0;0;0;0;0;0;237;0;0;0;0;0;0;10596;0;0;0;1220;0;0;0;0;0;0;0;0;0;339;0;0;0;0;0;0;0;0;202;0;69145;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Cirsium"
"Corylus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;856;0;0;60;0;0;0;0;0;8607;0;0;0;0;1809;0;0;0;0;0;8898;1281;1830;0;0;0;0;0;0;0;3131;0;5928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3088;0;0;0;0;0;0;0;0;0;0;1004;0;0;379;0;0;0;0;0;0;0;0;0;0;0;0;0;4292;0;443;0;0;983;0;1776;0;140;0;0;0;0;0;0;0;259;0;606;0;0;0;0;0;0;0;0;0;0;0;0;2695;0;0;1839;0;0;0;0;0;5423;2054;0;3135;0;0;0;0;0;0;0;0;588;0;981;0;0;0;0;0;0;2947;1113;0;0;0;0;0;0;0;0;0;2586;68731;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Fagales";"Betulaceae";"Corylus"
"Dactylis";0;0;0;0;0;0;0;0;0;0;0;0;126;0;0;0;110;348;354;0;0;0;0;0;0;0;0;0;196;1153;1266;0;0;0;0;0;0;0;29226;0;0;0;0;0;0;0;2059;0;0;0;0;0;0;0;0;0;1091;1373;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1073;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;1514;0;418;0;0;0;0;0;0;244;2361;0;0;0;0;0;0;0;229;293;0;0;0;0;0;0;0;0;0;3176;0;0;0;0;0;0;0;0;811;0;0;0;0;0;0;0;0;411;0;309;0;0;112;0;0;0;482;0;301;1189;0;78;320;0;0;208;0;0;0;129;0;264;0;0;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12953;0;0;0;0;0;0;660;0;0;0;222;0;0;0;0;0;0;0;0;0;795;0;0;0;0;0;0;0;0;0;66365;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Dactylis"
"Phalaris";0;308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45381;0;0;3002;0;0;0;0;0;2324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61977;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Phalaris"
"Asteraceae genus 4";0;205;0;0;0;0;0;0;0;0;1154;0;0;0;0;0;0;354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11021;11864;0;0;0;299;0;0;0;0;0;0;0;8762;0;0;0;0;0;0;0;0;0;1162;0;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;668;1081;0;0;0;0;0;0;0;0;1445;0;0;0;0;0;0;0;0;504;0;745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015;0;0;0;0;0;0;2035;0;629;0;2403;0;0;0;8543;0;2149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3235;0;0;61537;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Asteraceae genus 4"
"Sorbus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10435;0;0;0;0;0;7284;0;0;0;0;0;280;0;3244;0;0;0;0;0;0;316;680;0;0;207;0;0;0;0;0;0;0;0;11449;0;0;0;0;0;154;0;0;0;0;0;0;0;0;601;0;0;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;0;0;0;0;911;0;0;0;0;0;0;0;0;272;85;0;0;0;1501;0;0;0;0;0;0;0;0;423;0;0;0;0;0;0;0;0;0;0;0;0;0;526;257;0;1887;0;4699;0;0;0;0;0;0;0;0;0;0;0;0;193;923;0;245;0;0;0;2652;0;0;0;809;218;0;0;0;0;0;0;1675;0;437;285;0;0;0;0;0;0;1801;324;0;0;56623;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Rosales";"Rosaceae";"Sorbus"
"Deschampsia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;928;0;1556;0;0;0;0;0;0;0;0;0;0;0;288;0;0;388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589;0;91;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473;0;0;0;0;0;0;0;0;191;0;391;1463;0;0;0;0;0;0;0;0;2647;0;0;0;0;0;0;8038;2668;0;2048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;935;0;0;0;0;619;0;0;217;0;151;0;0;0;0;0;0;0;22716;0;0;0;0;0;5159;969;0;0;0;0;0;0;0;0;0;184;0;0;623;0;0;0;0;0;0;0;0;277;0;0;0;0;0;0;0;0;773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;775;0;55316;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Deschampsia"
"Eleocharis";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;610;0;0;0;0;0;0;0;0;0;0;0;1763;0;0;0;0;0;9385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3207;0;258;0;0;0;555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3769;0;1405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;0;0;721;24725;54213;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Cyperaceae";"Eleocharis"
"Anthriscus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1694;0;0;1262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1015;0;0;0;0;15330;0;22613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4688;0;0;0;0;0;0;442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4126;0;0;0;0;0;0;0;0;0;0;0;0;0;51170;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Apiales";"Apiaceae";"Anthriscus"
"Cynosurus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4516;0;0;0;0;0;0;0;0;0;215;0;399;0;0;7633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;1268;0;0;0;0;0;0;1805;0;0;813;122;0;0;0;0;0;4919;0;1960;0;242;0;0;0;0;1696;0;2075;4490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239;0;2402;0;0;0;0;1657;1094;0;770;0;86;0;0;0;1693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1650;0;0;389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6095;0;387;567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;50861;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Cynosurus"
"Bromus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;953;0;0;0;0;0;0;7442;0;0;0;0;0;0;0;0;0;0;549;0;0;0;0;0;0;4128;0;22277;0;1338;0;0;0;0;0;0;2476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1190;0;0;0;0;0;0;0;5370;800;452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48064;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Bromus"
"Draba";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45789;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Brassicales";"Brassicaceae";"Draba"
"Poaceae genus 10";0;0;0;0;0;0;0;1492;0;0;0;0;0;0;0;0;561;0;0;0;0;0;0;0;0;0;0;0;808;2654;357;0;0;0;0;0;0;0;2513;0;0;0;0;0;0;0;755;0;0;0;0;0;0;0;0;0;539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;641;498;3893;0;292;0;0;0;372;0;310;0;0;0;0;0;0;0;0;0;2218;0;6956;0;0;0;0;0;0;0;0;1796;0;0;0;0;0;0;0;0;49;0;0;14604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;243;0;195;0;0;0;0;0;0;0;0;323;0;0;0;0;0;404;0;489;0;0;277;0;0;0;0;0;0;0;0;657;0;0;0;0;0;0;0;251;406;45454;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Poaceae genus 10"
"Lolium";0;0;0;0;0;0;0;0;0;0;833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6504;0;354;394;0;546;0;0;0;0;930;0;0;0;0;0;0;0;0;2688;0;944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1736;3489;0;0;0;0;0;0;0;0;0;467;1570;0;0;0;0;0;0;0;0;0;0;484;0;0;0;9050;0;1653;2828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;691;0;0;0;0;0;0;0;0;3853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1684;0;0;411;0;0;0;0;0;0;0;0;0;0;0;0;1956;0;0;0;872;0;344;0;0;62;0;0;0;0;0;449;0;0;0;0;0;0;0;0;0;0;0;0;44976;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Lolium"
"Knautia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485;0;0;0;810;0;0;0;3730;0;0;0;0;0;0;0;3242;2220;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954;0;0;0;0;0;1132;0;1879;0;112;0;0;0;0;0;0;0;0;0;0;441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4901;1752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589;0;0;0;0;0;0;0;0;686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4113;0;0;0;0;0;2206;0;2228;0;5853;0;0;0;0;41795;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Dipsacales";"Caprifoliaceae";"Knautia"
"Taraxacum";650;1098;0;0;0;0;0;1455;2821;575;3462;0;0;0;2321;611;0;2944;5485;0;0;0;0;0;0;0;0;0;0;6393;0;0;0;0;0;0;0;0;1541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1259;0;736;0;0;0;168;0;0;0;299;0;709;0;0;0;0;0;0;0;842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;0;0;0;0;0;0;0;125;0;0;85;0;0;0;0;0;1775;0;0;0;0;0;0;0;0;0;0;0;0;0;2285;0;0;0;0;0;0;0;0;0;41723;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Asterales";"Asteraceae";"Taraxacum"
"Pimpinella";0;0;0;0;0;0;0;0;1892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6570;0;0;0;0;1019;0;0;0;2966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;867;0;0;0;0;239;0;0;0;0;0;1542;0;5320;0;0;0;0;0;0;0;0;0;0;0;0;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4548;0;0;0;0;0;0;0;0;0;0;0;0;0;7077;0;0;0;0;0;0;4168;0;0;0;0;0;0;40047;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Apiales";"Apiaceae";"Pimpinella"
"Anthoxanthum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;161;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;0;0;0;0;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399;0;297;0;0;0;0;0;1667;0;0;0;0;0;0;361;0;0;0;0;0;0;0;1033;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34302;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Poales";"Poaceae";"Anthoxanthum"
"Vicia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2561;0;0;0;0;0;0;0;0;0;0;0;0;0;243;2031;1574;0;0;0;0;23519;0;0;0;267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;248;0;632;0;0;0;0;1025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33075;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Fabales";"Fabaceae";"Vicia"
"Caryophyllaceae genus 2";0;895;0;0;0;0;0;5275;1452;0;0;0;630;0;0;0;2757;561;15288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28488;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Caryophyllales";"Caryophyllaceae";"Caryophyllaceae genus 2"
"Prunella";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3656;0;0;0;0;0;0;0;0;3016;586;0;176;0;564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26042;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Lamiales";"Lamiaceae";"Prunella"
"Fraxinus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4671;0;0;0;0;0;0;0;0;808;0;0;0;0;0;239;0;0;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25597;"Viridiplantae";"Streptophyta";"Magnoliopsida";"Lamiales";"Oleaceae";"Fraxinus"
